winner,weight_class,is_title_bout,gender,total_rounds,r_weight,b_weight,r_height,b_height,r_reach,b_reach,r_stance,b_stance,r_wins,r_losses,r_SS_land_pm,r_SS_att_pm,r_SS_acc,r_TD_acc,r_SS_def_pct,r_TD_def_pct,b_wins,b_losses,b_SS_land_pm,b_SS_att_pm,b_SS_acc,b_TD_acc,b_SS_def_pct,b_TD_def_pct,r_age,b_age
Blue,Lightweight,0,Men,3,70.31,70.31,180.34,177.8,193.04,185.42,Orthodox,Southpaw,26,10,4.94,4.41,0.45,0.35,0.55,0.67,23,19,4.27,3.83,0.39,0.41,0.57,0.81,40,37
Red,Flyweight,0,Men,3,61.23,56.7,160.02,170.18,167.64,167.64,Orthodox,Southpaw,22,12,3.2,3.58,0.4,0.28,0.61,0.82,21,13,3.39,2.66,0.44,0.47,0.56,0.59,39,37
Red,Flyweight,0,Men,3,56.7,61.23,160.02,160.02,160.02,170.18,Orthodox,Orthodox,8,4,2.34,6.42,0.37,0.4,0.48,0.31,31,9,5.36,4.27,0.4,0.58,0.56,0.67,39,33
Red,Lightweight,0,Men,3,70.31,70.31,175.26,180.34,180.34,187.96,Orthodox,Orthodox,17,10,2.57,1.96,0.42,0.38,0.62,0.63,8,3,2.65,2.29,0.49,0.31,0.73,0.78,44,40
Red,Featherweight,0,Men,3,70.31,65.77,167.64,185.42,167.64,185.42,Orthodox,Orthodox,17,9,4.42,3.07,0.46,0.4,0.59,0.82,12,4,3.37,2.7,0.44,0.25,0.5,0.15,37,40
Blue,Middleweight,0,Men,3,83.91,83.91,187.96,182.88,185.42,190.5,Southpaw,Orthodox,13,9,2.08,3.59,0.45,0.24,0.54,0.5,17,5,1.67,2.13,0.44,0.25,0.37,0.31,41,38
Red,Heavyweight,1,Men,5,112.49,92.99,193.04,182.88,213.36,190.5,Orthodox,Orthodox,27,1,4.29,2.22,0.57,0.45,0.64,0.95,19,8,2.14,2.42,0.37,0.44,0.63,0.73,36,44
Red,Welterweight,0,Men,3,77.11,77.11,182.88,185.42,193.04,193.04,Orthodox,Orthodox,19,4,3.75,2.8,0.42,0.47,0.62,0.88,16,10,2.08,2.87,0.52,0.66,0.43,0.58,34,41
Blue,Heavyweight,0,Men,3,111.13,120.2,193.04,193.04,198.12,198.12,Orthodox,Orthodox,10,5,2.92,2.22,0.37,0.46,0.57,0.72,39,14,3.71,4.63,0.42,0.34,0.47,0.7,41,42
Blue,Bantamweight,0,Men,3,61.23,61.23,175.26,175.26,193.04,177.8,Orthodox,Orthodox,44,9,3.98,1.86,0.43,0,0.74,0.17,17,4,2.69,2.76,0.42,0.66,0.57,0.52,43,33
Red,Lightweight,0,Men,3,70.31,70.31,172.72,177.8,190.5,182.88,Orthodox,Orthodox,12,5,2.34,2.32,0.43,0.36,0.6,0.31,35,17,2.1,2.91,0.39,0.38,0.54,0.7,42,44
Red,Heavyweight,0,Men,3,115.67,92.99,198.12,185.42,200.66,185.42,Orthodox,Orthodox,18,7,2.93,4.31,0.41,0.68,0.42,0.75,11,3,2.67,2.22,0.5,0.66,0.46,0.41,41,45
Red,Welterweight,0,Men,3,77.11,77.11,182.88,182.88,190.5,190.5,Orthodox,Orthodox,26,19,3.76,2.92,0.55,0.46,0.55,0.63,17,7,4.11,3.03,0.46,0.41,0.54,0.65,43,41
Blue,Lightweight,0,Men,3,70.31,70.31,172.72,185.42,172.72,190.5,Orthodox,Orthodox,18,9,5.52,4.15,0.49,0,0.68,0.86,16,12,3.94,2.41,0.46,0.45,0.65,0.53,38,44
Red,Lightweight,0,Men,3,70.31,70.31,172.72,175.26,177.8,180.34,Orthodox,Orthodox,21,12,3.39,3.44,0.48,0.37,0.57,0.46,28,12,2.92,2.3,0.44,0.4,0.63,0.66,44,38
Red,Featherweight,0,Men,3,61.23,65.77,162.56,172.72,180.34,180.34,Southpaw,Orthodox,7,7,3.97,3.64,0.35,1,0.56,0.8,12,8,4.11,3.19,0.44,0.36,0.66,0.63,38,40
Red,Heavyweight,0,Men,3,92.99,92.99,195.58,187.96,200.66,187.96,Orthodox,Orthodox,18,8,4.03,3.53,0.4,0.39,0.51,0.83,19,6,3.92,2.55,0.5,0.47,0.67,0.7,37,41
Red,Middleweight,0,Men,3,92.99,83.91,185.42,182.88,187.96,182.88,Orthodox,Orthodox,12,6,3.28,2.65,0.42,0.12,0.59,0.6,19,11,3.96,2.8,0.47,0.78,0.59,0.62,43,42
Blue,Welterweight,0,Men,3,77.11,77.11,180.34,180.34,187.96,185.42,Orthodox,Orthodox,18,9,1.71,1.99,0.39,0.31,0.63,0.63,24,8,2.91,3.23,0.4,0.61,0.49,0.62,43,39
Red,Featherweight,0,Men,3,65.77,65.77,167.64,167.64,177.8,170.18,Orthodox,Orthodox,23,11,3.87,2.67,0.32,0.32,0.65,0.65,19,7,2.72,2.59,0.43,0.44,0.58,0.65,45,41
Blue,Welterweight,0,Men,3,77.11,70.31,185.42,175.26,190.5,175.26,Orthodox,Southpaw,15,15,2.11,3.75,0.37,0.55,0.51,0.19,24,9,1.41,2.44,0.41,0.46,0.65,0.77,41,40
Red,Bantamweight,0,Men,3,61.23,61.23,167.64,167.64,172.72,167.64,Orthodox,Orthodox,25,14,3.02,4.63,0.31,0.44,0.55,0.58,19,10,2.05,2.47,0.38,0.64,0.51,0.23,45,41
Red,Middleweight,0,Men,3,92.99,83.91,190.5,195.58,198.12,200.66,Orthodox,Orthodox,25,12,2.22,1.64,0.42,0.36,0.59,0.73,14,5,2.38,3.02,0.51,0.64,0.4,0.66,42,41
Blue,Welterweight,0,Men,3,77.11,77.11,175.26,182.88,177.8,182.88,Orthodox,Orthodox,23,15,3.73,3.42,0.41,0.6,0.62,0.63,20,7,3.22,3.28,0.42,0.41,0.62,0.78,40,41
Blue,Middleweight,0,Men,3,77.11,83.91,180.34,180.34,190.5,185.42,Orthodox,Orthodox,22,12,4.63,3.68,0.37,0.25,0.6,0.69,13,5,2.19,2.73,0.35,0.42,0.54,0.65,39,44
Red,Heavyweight,0,Men,3,83.91,92.99,187.96,193.04,190.5,195.58,Orthodox,Orthodox,16,9,4.04,2.99,0.51,0.37,0.62,0.58,18,6,4.03,4.41,0.47,0.33,0.45,0.85,42,40
Blue,Featherweight,0,Men,3,65.77,65.77,185.42,180.34,185.42,177.8,Orthodox,Orthodox,21,11,3,3.88,0.33,0.36,0.59,0.38,29,16,3.21,2.96,0.41,0.21,0.54,0.55,39,37
Blue,Middleweight,0,Men,3,77.11,77.11,185.42,185.42,193.04,193.04,Southpaw,Orthodox,22,10,3.23,2.09,0.5,0.54,0.64,0.66,9,4,2.39,3.01,0.4,0.37,0.5,0.72,44,38
Red,Welterweight,0,Men,3,77.11,77.11,180.34,182.88,190.5,185.42,Orthodox,Orthodox,16,9,2.02,2.39,0.51,0.46,0.4,0.4,11,4,3.26,2.76,0.47,0.37,0.56,0.4,35,40
Blue,Featherweight,0,Men,3,65.77,65.77,175.26,170.18,182.88,175.26,Orthodox,Orthodox,8,4,2.91,3.48,0.45,0.5,0.46,0.5,28,15,3.09,3.18,0.49,0.25,0.46,0.48,43,38
Blue,Lightweight,1,Men,5,61.23,77.11,167.64,175.26,172.72,177.8,Orthodox,Southpaw,23,11,3.77,2.82,0.4,0.31,0.65,0.65,24,7,2.93,1.79,0.45,0.45,0.63,0.63,42,40
Blue,Heavyweight,0,Men,3,92.99,92.99,185.42,187.96,185.42,187.96,Orthodox,Orthodox,37,12,3.25,2.51,0.54,0.56,0.55,0.73,23,5,2.82,1.39,0.43,0.44,0.71,0.8,45,40
Red,Heavyweight,0,Men,3,120.2,108.86,177.8,193.04,182.88,208.28,Orthodox,Orthodox,13,14,2.81,2.9,0.43,0.55,0.51,0.64,27,10,3.33,1.28,0.56,0.56,0.54,0.52,50,48
Blue,Welterweight,0,Men,3,77.11,77.11,177.8,182.88,190.5,182.88,Orthodox,Orthodox,14,6,3.1,3.62,0.41,0.67,0.57,0.92,31,9,2.45,1.8,0.36,0.29,0.56,0.35,48,45
Blue,Middleweight,0,Men,3,77.11,83.91,187.96,182.88,190.5,187.96,Southpaw,Orthodox,34,12,2.06,2.25,0.38,0.39,0.6,0.84,21,13,2.93,2.9,0.5,0.34,0.57,0.59,42,43
Red,Featherweight,0,Men,3,65.77,65.77,180.34,175.26,185.42,177.8,Orthodox,Orthodox,29,10,2.42,2.12,0.42,0.56,0.65,0.54,36,17,2.67,3.97,0.32,0.31,0.57,0.53,40,40
Red,Lightweight,0,Men,3,70.31,70.31,177.8,177.8,182.88,180.34,Orthodox,Orthodox,24,10,3.05,3.44,0.47,0.5,0.54,0.6,28,16,2.84,5.39,0.39,0.45,0.54,0.54,37,39
Blue,Bantamweight,0,Men,3,61.23,56.7,162.56,167.64,167.64,167.64,Southpaw,Orthodox,18,6,2.09,2.01,0.45,0.22,0.57,0.45,14,13,3.47,2.07,0.47,0.33,0.7,0.72,47,41
Red,Middleweight,0,Men,3,83.91,83.91,182.88,187.96,185.42,190.5,Southpaw,Orthodox,24,9,4.24,3.71,0.43,0.43,0.64,0.7,7,6,3.63,5.76,0.34,0.3,0.55,0.8,43,37
Blue,Bantamweight,0,Men,3,61.23,56.7,170.18,160.02,175.26,162.56,Orthodox,Southpaw,21,11,3.37,3.27,0.37,0.57,0.57,0.7,17,8,3.35,2.23,0.43,0.39,0.61,0.57,40,42
Blue,Featherweight,0,Men,3,70.31,61.23,172.72,165.1,175.26,160.02,Orthodox,Orthodox,15,4,1.23,2.14,0.36,0.58,0.51,0.75,10,8,1.89,4.58,0.53,0.25,0.44,0.33,45,40
Blue,Welterweight,0,Men,3,77.11,77.11,177.8,175.26,182.88,180.34,Southpaw,Orthodox,31,13,2.69,3.02,0.37,0.24,0.56,0.46,31,15,2.47,2.83,0.39,0.47,0.6,0.86,42,39
Red,Heavyweight,0,Men,3,120.2,109.77,210.82,193.04,213.36,195.58,Orthodox,Orthodox,33,13,3.12,4.04,0.47,0.46,0.46,0.55,22,6,4.98,3.78,0.6,1,0.48,0.58,36,39
Blue,Middleweight,0,Men,3,77.11,83.91,182.88,185.42,185.42,190.5,Orthodox,Orthodox,12,5,3.6,2.53,0.52,0.34,0.56,0.83,17,5,2.17,2.43,0.53,0.4,0.45,1,49,35
Red,Heavyweight,0,Men,3,108.86,113.4,193.04,195.58,203.2,200.66,Orthodox,Orthodox,20,4,4.82,3.82,0.53,0.34,0.54,0.68,12,6,2.3,3,0.47,0.42,0.37,1,41,37
Red,Bantamweight,0,Men,3,61.23,61.23,167.64,180.34,170.18,190.5,Orthodox,Orthodox,18,5,5.09,3.47,0.41,0.3,0.62,0.77,14,10,2.1,3.79,0.29,0,0.43,0.61,38,39
Red,Bantamweight,0,Men,3,65.77,61.23,167.64,172.72,162.56,172.72,Orthodox,Orthodox,25,12,2.78,2.76,0.37,0.28,0.65,0.38,6,5,3.05,2.82,0.49,0,0.35,0.5,41,37
Red,Featherweight,0,Men,3,65.77,70.31,182.88,177.8,187.96,185.42,Southpaw,Orthodox,16,10,2.69,3.63,0.39,0.17,0.56,0.8,14,4,2.64,4.5,0.42,0.33,0.48,0.5,38,41
Blue,Lightweight,0,Men,3,70.31,70.31,172.72,172.72,182.88,177.8,Orthodox,Southpaw,24,10,2.27,1.63,0.38,1,0.67,0.71,12,7,3.42,2.96,0.43,0.2,0.68,0,39,42
Blue,Welterweight,1,Men,5,77.11,77.11,185.42,187.96,193.04,190.5,Southpaw,Orthodox,26,10,5.71,3.84,0.42,0.32,0.59,0.6,32,14,3.66,2.67,0.39,0.46,0.55,0.38,40,39
Blue,Heavyweight,0,Men,3,119.29,104.78,182.88,193.04,185.42,195.58,Orthodox,Orthodox,22,14,2.18,4.79,0.36,0.27,0.46,0.65,24,9,3.59,2.64,0.52,0.31,0.55,0.31,47,46
Red,Welterweight,0,Men,3,77.11,77.11,177.8,172.72,185.42,180.34,Orthodox,Orthodox,17,11,1.79,2.27,0.36,0.48,0.63,0.64,17,7,2.62,2.36,0.42,0.42,0.62,0.71,46,43
Red,Bantamweight,0,Men,3,65.77,61.23,167.64,165.1,177.8,167.64,Orthodox,Orthodox,34,9,3.78,3.9,0.36,0.41,0.57,0.91,15,12,3.37,3.41,0.4,0.45,0.65,0.59,37,41
Red,Middleweight,0,Men,3,92.99,83.91,185.42,182.88,195.58,198.12,Orthodox,Orthodox,27,16,3.31,3.71,0.48,0.47,0.42,0.59,13,3,1.94,2.49,0.33,1,0.58,0.6,43,42
Red,Featherweight,0,Men,3,70.31,65.77,175.26,180.34,182.88,175.26,Southpaw,Orthodox,30,8,5.45,4.36,0.51,0.36,0.53,0.63,25,7,7.17,4.75,0.47,0.53,0.59,0.84,35,32
Blue,Bantamweight,0,Men,3,65.77,61.23,177.8,170.18,185.42,175.26,Southpaw,Orthodox,21,14,4.16,2.93,0.5,0.68,0.63,0.64,9,5,2.57,3.06,0.39,1,0.51,0.37,35,39
Red,Welterweight,0,Men,3,77.11,77.11,182.88,182.88,190.5,182.88,Orthodox,Orthodox,26,19,3.76,2.92,0.55,0.46,0.55,0.63,8,4,3.96,4.82,0.26,0,0.5,0.8,43,41
Red,Welterweight,0,Men,3,77.11,70.31,185.42,170.18,193.04,175.26,Southpaw,Southpaw,8,3,3.01,2.74,0.42,0.5,0.54,0.89,9,4,2.79,4.01,0.25,0,0.6,0.8,38,40
Red,Middleweight,0,Men,3,83.91,83.91,182.88,182.88,195.58,185.42,Orthodox,Orthodox,21,9,3.1,2.48,0.47,0.34,0.57,0.77,15,5,3.28,3.62,0.54,0.55,0.54,0.79,41,34
Red,Heavyweight,0,Men,5,92.99,92.99,182.88,187.96,190.5,200.66,Orthodox,Orthodox,19,8,2.14,2.42,0.37,0.44,0.63,0.73,17,4,2.85,1.33,0.34,0.38,0.72,0.72,44,39
Red,Middleweight,0,Men,3,92.99,83.91,185.42,185.42,185.42,190.5,Southpaw,Orthodox,29,15,3.08,1.1,0.43,0.59,0.62,0.66,30,9,4.33,2.71,0.38,0.43,0.65,0.63,46,45
Blue,Middleweight,0,Men,3,77.11,83.91,185.42,187.96,182.88,198.12,Southpaw,Orthodox,28,11,1.8,2.07,0.43,0.24,0.63,0.61,15,7,2.98,3.27,0.43,0.43,0.5,0.65,46,39
Red,Lightweight,0,Men,3,70.31,65.77,177.8,172.72,177.8,172.72,Southpaw,Orthodox,18,9,5.33,3.54,0.39,0.33,0.61,0.79,30,12,3.44,3.25,0.47,0.32,0.5,0.43,42,39
Red,Featherweight,0,Men,3,65.77,61.23,172.72,185.42,177.8,182.88,Orthodox,Orthodox,29,13,4.7,3.84,0.5,0.52,0.59,0.61,15,13,3.43,2.47,0.34,0.57,0.6,0.59,40,42
Red,Lightweight,0,Men,3,70.31,70.31,177.8,177.8,185.42,182.88,Southpaw,Orthodox,23,19,4.27,3.83,0.39,0.41,0.57,0.81,11,7,2.04,2.65,0.34,0.33,0.6,0.42,37,44
Blue,Heavyweight,0,Men,3,83.91,108.86,185.42,193.04,190.5,208.28,Orthodox,Orthodox,17,14,4.92,5.27,0.36,0.18,0.54,0.75,18,10,5.39,2.54,0.55,0.66,0.55,0.54,42,46
Red,Middleweight,0,Men,3,83.91,92.99,187.96,190.5,190.5,193.04,Orthodox,Orthodox,24,13,3.57,2.96,0.44,0.19,0.56,0.57,19,8,5.53,4.07,0.47,0.25,0.57,0.6,37,35
Blue,Lightweight,0,Men,3,70.31,70.31,175.26,172.72,180.34,180.34,Orthodox,Southpaw,32,18,2.96,1.85,0.4,0.63,0.66,0.61,37,17,2.96,3.18,0.42,0.44,0.58,0.48,40,40
Blue,Welterweight,0,Men,3,77.11,77.11,177.8,180.34,177.8,182.88,Orthodox,Orthodox,21,14,4.62,3.05,0.44,0.25,0.57,0.59,36,16,3.29,3.63,0.46,0.34,0.58,0.46,45,41
Red,Bantamweight,0,Men,3,61.23,61.23,167.64,172.72,177.8,170.18,Southpaw,Southpaw,13,6,3.51,4.28,0.37,0.22,0.61,0.66,20,13,3.33,3.81,0.39,0,0.44,0.5,40,36
Red,Heavyweight,0,Men,3,106.59,117.93,180.34,198.12,187.96,205.74,Orthodox,Orthodox,8,7,2.72,3.54,0.52,0,0.59,0.76,8,3,2.82,2.46,0.34,0.66,0.46,0.5,44,37
Red,Middleweight,0,Men,3,83.91,83.91,185.42,190.5,185.42,193.04,Orthodox,Orthodox,20,9,3.16,2.64,0.48,0.5,0.54,0.63,14,8,1.89,3.38,0.34,0.36,0.56,0.5,52,46
Blue,Lightweight,0,Men,3,70.31,70.31,172.72,177.8,172.72,177.8,Orthodox,Orthodox,9,5,3.06,2.99,0.32,0.5,0.7,0.8,29,0,4.1,1.75,0.48,0.48,0.65,0.84,51,35
Red,Welterweight,0,Men,3,70.31,77.11,177.8,177.8,177.8,187.96,Orthodox,Southpaw,19,8,1.52,1.55,0.56,0.42,0.46,0.72,15,7,0.73,2.27,0.2,0.44,0.46,0.4,43,43
Red,Featherweight,1,Men,5,61.23,65.77,170.18,167.64,177.8,167.64,Orthodox,Orthodox,31,8,3.57,3.74,0.46,0.54,0.6,0.91,18,5,2.78,2.35,0.49,0.55,0.67,1,37,38
Red,Middleweight,0,Men,3,83.91,92.99,182.88,187.96,187.96,198.12,Southpaw,Orthodox,26,14,1.59,2.83,0.46,0.6,0.5,0.53,22,6,3.25,1.83,0.47,0.57,0.6,0.77,46,40
Red,Middleweight,0,Men,3,77.11,83.91,172.72,187.96,180.34,185.42,Orthodox,Southpaw,19,8,1.75,2.04,0.51,0.45,0.59,0,13,9,2.08,3.59,0.45,0.24,0.54,0.5,44,41
Blue,Welterweight,0,Men,3,77.11,70.31,182.88,180.34,187.96,182.88,Orthodox,Switch,19,9,2.5,4.18,0.48,0.35,0.49,0.56,31,18,2.03,4.07,0.47,0.09,0.35,0.57,39,42
Red,Lightweight,0,Men,3,65.77,70.31,180.34,185.42,190.5,185.42,Orthodox,Orthodox,24,11,4.18,4.34,0.45,0.5,0.57,0.75,16,5,2.16,2.53,0.35,0.3,0.67,0.39,38,38
Red,Lightweight,0,Men,3,65.77,70.31,170.18,175.26,177.8,177.8,Orthodox,Orthodox,21,7,2,2.31,0.4,0.42,0.62,0.62,20,12,4.17,4.08,0.28,0.38,0.57,0.77,39,39
Red,Featherweight,0,Men,3,61.23,65.77,175.26,167.64,180.34,172.72,Southpaw,Orthodox,35,10,2.72,2.79,0.45,0.62,0.49,0.6,17,14,2.01,3.06,0.39,0.36,0.64,0.49,43,48
Blue,Welterweight,0,Men,3,77.11,77.11,177.8,182.88,187.96,187.96,Southpaw,Orthodox,9,6,2.61,3.57,0.65,0.18,0.4,0.6,27,14,2.74,2.84,0.45,0.35,0.6,0.7,43,48
Red,Featherweight,0,Men,3,61.23,65.77,172.72,175.26,185.42,177.8,Orthodox,Orthodox,18,10,2.37,2.66,0.45,0.47,0.64,0.41,15,6,3.03,3.62,0.29,0,0.64,1,36,44
Blue,Heavyweight,0,Men,5,120.2,120.2,190.5,193.04,205.74,203.2,Orthodox,Orthodox,5,3,3.53,2.11,0.72,0.55,0.5,0.6,47,19,3.67,2.44,0.64,0.55,0.57,0.73,46,43
Red,Lightweight,0,Men,3,77.11,70.31,182.88,185.42,193.04,185.42,Southpaw,Orthodox,22,13,4.57,3.77,0.45,0.3,0.52,0.41,36,17,4.41,4.48,0.46,0.33,0.53,0.73,38,40
Blue,Welterweight,0,Men,3,77.11,83.91,182.88,175.26,187.96,175.26,Orthodox,Southpaw,30,7,2.61,1.65,0.5,0.51,0.54,0.56,18,8,3.49,3.99,0.45,0.46,0.53,0.63,46,40
Blue,Heavyweight,0,Men,3,92.99,92.99,182.88,195.58,187.96,200.66,Orthodox,Orthodox,27,8,1.9,1.62,0.44,0.46,0.59,0.7,18,8,4.03,3.53,0.4,0.39,0.51,0.83,53,37
Blue,Featherweight,0,Men,3,61.23,65.77,167.64,175.26,177.8,180.34,Orthodox,Southpaw,21,17,4.52,6.55,0.37,0.18,0.59,0.6,11,3,3.47,3.5,0.57,0.44,0.57,0.61,41,36
Red,Featherweight,0,Men,3,70.31,65.77,172.72,175.26,175.26,182.88,Orthodox,Orthodox,20,16,3.68,4.09,0.4,0.35,0.62,0.75,16,6,3.31,2.06,0.62,0.24,0.44,0.66,39,42
Blue,Lightweight,0,Men,3,70.31,70.31,185.42,175.26,190.5,180.34,Orthodox,Orthodox,16,12,3.94,2.41,0.46,0.45,0.65,0.53,17,10,2.57,1.96,0.42,0.38,0.62,0.63,44,44
Red,Welterweight,0,Men,3,77.11,77.11,187.96,182.88,193.04,193.04,Southpaw,Southpaw,22,4,2.12,1.89,0.49,0.43,0.58,0.71,14,6,3.84,3.73,0.39,0.18,0.64,0.66,42,48
Red,Lightweight,0,Men,3,70.31,70.31,175.26,175.26,180.34,180.34,Southpaw,Orthodox,19,7,1.19,1.78,0.34,0.48,0.52,0.52,28,12,2.92,2.3,0.44,0.4,0.63,0.66,43,38
Blue,Featherweight,0,Men,3,61.23,65.77,165.1,167.64,170.18,170.18,Orthodox,Orthodox,15,10,2.13,2.83,0.41,0.34,0.55,0.69,19,7,2.72,2.59,0.43,0.44,0.58,0.65,42,41
Red,Heavyweight,1,Men,5,112.49,83.91,193.04,185.42,213.36,187.96,Orthodox,Southpaw,27,1,4.29,2.22,0.57,0.45,0.64,0.95,24,8,2.59,1.57,0.53,0.65,0.61,0.75,36,45
Red,Heavyweight,0,Men,3,119.75,108.86,190.5,190.5,200.66,195.58,Southpaw,Orthodox,18,11,2.18,3.84,0.47,0.4,0.38,0.54,34,10,1.95,2.4,0.42,0.29,0.55,0.36,44,47
Blue,Heavyweight,0,Men,3,92.99,92.99,190.5,187.96,187.96,190.5,Orthodox,Southpaw,19,12,2.59,2.88,0.46,0.35,0.6,0.54,23,10,2.43,2.34,0.35,0.44,0.59,0.62,49,47
Blue,Welterweight,0,Men,3,77.11,77.11,180.34,182.88,190.5,185.42,Orthodox,Southpaw,14,2,1.8,0.89,0.55,0.53,0.69,0.84,51,18,2.32,2.14,0.49,0.23,0.56,0.61,43,43
Blue,Featherweight,0,Men,3,65.77,65.77,172.72,170.18,172.72,182.88,Orthodox,Orthodox,20,12,4.08,4.18,0.42,0.66,0.69,0.71,17,8,3.93,4.52,0.41,0.44,0.52,0.72,41,37
Blue,Heavyweight,0,Men,3,92.99,92.99,185.42,182.88,195.58,187.96,Open Stance,Orthodox,26,12,3.37,3.13,0.39,0.25,0.58,0.71,28,13,2.25,4.26,0.45,0.29,0.4,0.51,46,45
Blue,Middleweight,0,Men,3,83.91,83.91,190.5,180.34,190.5,185.42,Orthodox,Orthodox,14,6,5.15,3.93,0.42,0.46,0.55,0.3,13,5,2.19,2.73,0.35,0.42,0.54,0.65,42,44
Blue,Lightweight,0,Men,3,70.31,70.31,172.72,175.26,172.72,182.88,Orthodox,Orthodox,18,9,5.52,4.15,0.49,0,0.68,0.86,53,20,1.12,1.96,0.44,0.3,0.43,0.25,38,48
Blue,Bantamweight,0,Men,3,61.23,61.23,180.34,170.18,190.5,172.72,Orthodox,Orthodox,14,10,2.1,3.79,0.29,0,0.43,0.61,20,11,3.06,2.93,0.41,0.6,0.62,0.82,39,44
Red,Lightweight,0,Men,3,70.31,65.77,172.72,172.72,190.5,172.72,Orthodox,Orthodox,12,5,2.34,2.32,0.43,0.36,0.6,0.31,30,12,3.44,3.25,0.47,0.32,0.5,0.43,42,39
Blue,Welterweight,0,Men,3,77.11,77.11,177.8,182.88,182.88,185.42,Orthodox,Orthodox,10,5,2.28,2.13,0.47,0.37,0.59,0.75,11,4,3.26,2.76,0.47,0.37,0.56,0.4,46,40
Blue,Lightweight,0,Men,3,70.31,70.31,177.8,180.34,185.42,187.96,Orthodox,Orthodox,11,5,2.35,3.27,0.34,0.15,0.47,0.5,8,3,2.65,2.29,0.49,0.31,0.73,0.78,38,40
Red,Featherweight,1,Men,3,65.77,70.31,170.18,167.64,162.56,167.64,Orthodox,Orthodox,22,11,2.94,3.38,0.47,0.68,0.62,0.8,17,9,4.42,3.07,0.46,0.4,0.59,0.82,36,37
Blue,Bantamweight,1,Men,3,61.23,61.23,167.64,160.02,170.18,167.64,Orthodox,Orthodox,18,5,5.09,3.47,0.41,0.3,0.62,0.77,22,12,3.2,3.58,0.4,0.28,0.61,0.82,38,39
Red,Lightweight,0,Men,3,70.31,70.31,180.34,175.26,193.04,185.42,Orthodox,Southpaw,26,10,4.94,4.41,0.45,0.35,0.55,0.67,42,22,2.91,2.34,0.42,0.53,0.66,0.69,40,47
Blue,Bantamweight,0,Men,3,56.7,61.23,160.02,177.8,160.02,180.34,Orthodox,Orthodox,8,4,2.34,6.42,0.37,0.4,0.48,0.31,21,13,4.53,1.75,0.5,0.62,0.63,0.62,39,41
Blue,Bantamweight,0,Men,3,61.23,61.23,175.26,172.72,187.96,172.72,Orthodox,Orthodox,12,11,1.65,2.96,0.53,0.44,0.41,0.55,6,5,3.05,2.82,0.49,0,0.35,0.5,36,37
Blue,Heavyweight,0,Men,5,92.99,83.91,185.42,180.34,193.04,187.96,Orthodox,Orthodox,27,14,3.57,2.79,0.5,0.48,0.54,0.49,32,15,2.44,2.7,0.47,0.52,0.51,0.57,42,53
Red,Middleweight,0,Men,3,92.99,83.91,180.34,175.26,187.96,177.8,Orthodox,Southpaw,35,13,2.79,2.19,0.4,0.53,0.6,0.62,9,3,4.36,2.98,0.48,0.71,0.66,0.88,47,51
Red,Bantamweight,0,Men,3,61.23,61.23,167.64,170.18,170.18,177.8,Orthodox,Orthodox,35,11,2.65,2.59,0.4,0.3,0.64,0.58,10,3,2.36,2.98,0.26,0.7,0.64,0.54,44,43
Blue,Welterweight,0,Men,3,77.11,77.11,175.26,182.88,180.34,182.88,Southpaw,Orthodox,19,9,3.8,2.17,0.41,0.48,0.62,0.63,20,7,3.22,3.28,0.42,0.41,0.62,0.78,39,41
Red,Heavyweight,0,Men,3,92.99,92.99,193.04,193.04,200.66,200.66,Orthodox,Orthodox,15,9,2.76,3.01,0.38,0.4,0.52,0.6,11,6,2.97,3.81,0.4,0.41,0.51,0.52,46,42
Red,Heavyweight,0,Men,3,92.99,92.99,187.96,180.34,187.96,180.34,Orthodox,Orthodox,23,5,2.82,1.39,0.43,0.44,0.71,0.8,22,6,2.66,1.78,0.4,0.25,0.65,0.25,40,48
Blue,Middleweight,0,Men,3,92.99,83.91,182.88,187.96,187.96,198.12,Southpaw,Orthodox,10,6,2.5,2.41,0.42,0.32,0.6,0.57,15,7,2.98,3.27,0.43,0.43,0.5,0.65,40,39
Red,Lightweight,0,Men,3,70.31,70.31,177.8,172.72,180.34,177.8,Southpaw,Southpaw,33,14,1.95,2.51,0.31,0.53,0.63,0.92,32,16,3.48,3.21,0.47,0.35,0.6,0.55,40,39
Red,Bantamweight,0,Men,3,61.23,61.23,175.26,170.18,193.04,172.72,Orthodox,Orthodox,44,9,3.98,1.86,0.43,0,0.74,0.17,8,3,1.48,3.14,0.34,0.43,0.57,0.54,43,36
Blue,Welterweight,0,Men,3,77.11,77.11,182.88,190.5,190.5,190.5,Orthodox,Orthodox,26,19,3.76,2.92,0.55,0.46,0.55,0.63,20,14,3.08,3.14,0.31,0.16,0.51,0.48,43,42
Red,Lightweight,0,Men,3,70.31,70.31,175.26,175.26,180.34,190.5,Orthodox,Southpaw,17,10,2.57,1.96,0.42,0.38,0.62,0.63,16,11,1.56,3.91,0.2,0.33,0.69,0.37,44,41
Blue,Heavyweight,1,Men,5,108.86,107.95,185.42,193.04,195.58,195.58,Orthodox,Orthodox,14,3,6.37,2.33,0.57,0.45,0.57,0.85,21,9,4.49,3.33,0.47,0.5,0.56,0.81,41,40
