winner,weight_class,is_title_bout,gender,total_rounds,r_weight,b_weight,r_height,b_height,r_reach,b_reach,r_stance,b_stance,r_wins,r_losses,r_SS_land_pm,r_SS_att_pm,r_SS_acc,r_TD_acc,r_SS_def_pct,r_TD_def_pct,b_wins,b_losses,b_SS_land_pm,b_SS_att_pm,b_SS_acc,b_TD_acc,b_SS_def_pct,b_TD_def_pct,r_age,b_age
Red,Flyweight,0,Men,3,56.7,56.7,167.64,160.02,167.64,162.56,Orthodox,Southpaw,7,0,4.5,2.85,0.51,0.5,0.6,0,4,2,2.18,2.18,0.3,0.33,0.63,0,27,29
Red,Lightweight,1,Men,5,70.31,65.77,177.8,167.64,177.8,180.34,Southpaw,Orthodox,25,1,2.46,1.27,0.6,0.6,0.61,0.9,26,4,6.16,3.44,0.56,0.37,0.58,0.7,32,35
Red,Featherweight,1,Men,5,65.77,65.77,180.34,167.64,180.34,177.8,Orthodox,Orthodox,16,5,4.65,3.99,0.46,0.27,0.52,0.58,19,4,4.04,4.61,0.36,0.37,0.61,0.46,31,39
Red,Welterweight,0,Men,3,77.11,77.11,180.34,190.5,185.42,198.12,Switch,Orthodox,17,2,6.74,4.27,0.53,0.16,0.66,0.7,18,5,4.37,3.33,0.46,0.39,0.54,0.74,27,33
Red,Heavyweight,0,Men,3,119.75,120.2,182.88,182.88,187.96,190.5,Southpaw,Orthodox,7,4,4.09,5.02,0.54,0,0.47,0.5,14,9,6.55,6.32,0.5,0.26,0.51,0.66,30,38
Blue,Heavyweight,0,Men,3,92.99,92.99,190.5,190.5,200.66,198.12,Orthodox,Switch,10,5,2.9,2.39,0.59,0.3,0.56,0.5,15,6,3.28,3.87,0.41,0,0.5,0.71,32,30
Red,Featherweight,0,Men,3,65.77,65.77,177.8,175.26,185.42,177.8,Orthodox,Southpaw,11,3,3.2,3.24,0.42,0,0.56,0.67,8,2,5.28,3.06,0.61,0,0.58,0.72,29,32
Blue,Flyweight,0,Men,3,56.7,61.23,167.64,165.1,167.64,170.18,Switch,Orthodox,13,9,5.96,7.39,0.39,0,0.55,1,8,3,5.48,2.75,0.62,0.25,0.48,0.63,34,28
Red,Lightweight,0,Men,3,70.31,70.31,182.88,177.8,187.96,175.26,Orthodox,Orthodox,17,7,4.46,4.49,0.46,0.34,0.54,0.76,12,2,4.58,5.66,0.41,0,0.52,0.25,29,21
Red,Featherweight,0,Men,3,65.77,65.77,170.18,167.64,172.72,170.18,Switch,Orthodox,12,3,4.43,3.07,0.61,0.69,0.59,0.75,12,5,3.42,5.87,0.5,0.25,0.31,0.2,30,33
Red,Strawweight,0,Women,3,52.16,52.16,154.94,160.02,154.94,160.02,Orthodox,Orthodox,9,3,4.1,2.48,0.57,0.5,0.53,0.72,7,4,2.66,3.06,0.49,0.6,0.52,0.42,28,31
Blue,Featherweight,0,Men,3,65.77,65.77,172.72,172.72,182.88,172.72,Orthodox,Switch,13,8,5.19,5.46,0.4,0.18,0.52,0.64,8,2,3.81,4.15,0.48,0.07,0.53,0.71,30,33
Blue,Lightweight,0,Men,3,70.31,70.31,172.72,177.8,172.72,182.88,Orthodox,Orthodox,20,6,3.17,3.07,0.39,0.39,0.63,1,16,3,4.64,5.05,0.46,0.2,0.55,0.85,33,26
Blue,Heavyweight,0,Men,5,117.93,117.93,190.5,190.5,200.66,198.12,Orthodox,Orthodox,27,12,2.43,2.48,0.5,0.26,0.4,0.53,16,4,3.54,3.79,0.49,0.64,0.49,0.7,39,29
Blue,Heavyweight,0,Men,3,92.99,92.99,193.04,182.88,198.12,190.5,Orthodox,Orthodox,15,5,3.49,3.89,0.43,0.5,0.51,0.77,14,9,3.03,3.24,0.54,0.32,0.44,0.58,30,33
Red,Heavyweight,0,Men,3,112.94,113.4,190.5,180.34,198.12,185.42,Orthodox,Southpaw,25,8,3.6,3.35,0.48,0.33,0.55,0.79,19,6,3.25,4.2,0.4,0.4,0.53,0.61,38,37
Blue,Welterweight,0,Men,3,77.11,77.11,182.88,185.42,180.34,195.58,Southpaw,Southpaw,6,3,4.65,5.12,0.5,0,0.51,0.5,9,4,4.3,5.13,0.54,0.33,0.48,0.5,23,35
Blue,Lightweight,0,Men,3,65.77,70.31,172.72,182.88,175.26,175.26,Orthodox,Switch,14,3,2.76,2.84,0.5,1,0.4,0.66,7,1,6.48,5.61,0.46,0.18,0.51,0.63,29,29
Red,Featherweight,0,Men,3,65.77,65.77,177.8,170.18,185.42,180.34,Orthodox,Orthodox,11,1,2.81,1.57,0.53,0.66,0.59,0.76,25,4,2.82,2.2,0.44,0.32,0.54,0.59,28,27
Blue,Bantamweight,0,Men,3,61.23,61.23,170.18,170.18,175.26,172.72,Orthodox,Southpaw,10,4,2.22,3.94,0.54,0.13,0.45,0.66,9,0,3.53,1.38,0.54,0.9,0.67,1,26,29
Blue,Flyweight,0,Men,3,56.7,56.7,167.64,170.18,162.56,167.64,Orthodox,Orthodox,7,3,2.69,2.69,0.42,0.27,0.65,0.74,9,0,4.15,3.43,0.44,0.27,0.59,1,27,28
Red,Middleweight,0,Men,3,83.91,83.91,177.8,185.42,185.42,195.58,Orthodox,Orthodox,17,6,4.53,3.3,0.5,0.5,0.53,0.57,10,9,4.5,6.15,0.41,0,0.36,0.73,33,35
Red,Flyweight,0,Men,3,56.7,56.7,170.18,162.56,177.8,157.48,Orthodox,Orthodox,15,0,3.51,1.15,0.71,0.41,0.47,0.71,10,2,1.49,1.11,0.5,0.33,0.59,0.4,24,28
Blue,Heavyweight,1,Men,5,92.99,92.99,187.96,193.04,193.04,200.66,Orthodox,Southpaw,33,9,3.73,4.43,0.49,0.33,0.51,0.6,12,1,7.31,3.35,0.54,0,0.47,0.73,44,32
Blue,Flyweight,1,Men,5,61.23,56.7,165.1,170.18,172.72,177.8,Orthodox,Orthodox,22,3,3.08,3.46,0.55,0.44,0.51,0.58,21,8,3.87,3.63,0.44,0.46,0.59,0.63,36,30
Red,Welterweight,0,Men,3,77.11,77.11,177.8,190.5,180.34,203.2,Orthodox,Orthodox,22,7,3.29,3.42,0.48,0.38,0.54,0.5,29,12,3.47,2.42,0.46,0.4,0.52,0.54,37,36
Blue,Flyweight,0,Women,3,56.7,52.16,165.1,154.94,170.18,157.48,Orthodox,Orthodox,16,6,4.05,5.25,0.39,0.25,0.55,0.69,25,12,6.67,5.36,0.5,0.54,0.54,0.72,40,32
Blue,Heavyweight,0,Men,3,83.91,92.99,190.5,198.12,193.04,208.28,Orthodox,Orthodox,17,7,2.42,2.86,0.46,0.22,0.45,0.37,21,8,3.81,2.83,0.53,1,0.44,0.57,36,31
Blue,Heavyweight,0,Men,3,92.99,83.91,185.42,190.5,193.04,190.5,Orthodox,Southpaw,27,14,3.57,2.79,0.5,0.48,0.54,0.49,20,5,5.19,5.01,0.5,0,0.51,0.57,42,27
Blue,Middleweight,0,Men,3,83.91,83.91,190.5,177.8,190.5,182.88,Orthodox,Orthodox,15,5,6.08,5.3,0.55,0.45,0.51,1,11,1,5,4.17,0.5,0.16,0.48,0.66,32,31
Red,Lightweight,0,Men,3,70.31,70.31,175.26,177.8,177.8,180.34,Orthodox,Southpaw,18,7,2.47,4.19,0.4,0.44,0.55,0.56,20,7,4.29,2.99,0.46,0.27,0.59,0.42,29,27
Red,Welterweight,0,Men,3,77.11,77.11,185.42,185.42,182.88,193.04,Orthodox,Orthodox,15,1,4.87,5.25,0.4,0.71,0.59,1,11,3,7.49,5.42,0.55,0.57,0.53,0.71,26,36
Blue,Heavyweight,0,Men,3,106.59,92.99,190.5,190.5,193.04,200.66,Orthodox,Orthodox,20,8,2.41,3.02,0.44,0.23,0.55,0.45,20,3,2.54,0.74,0.64,0.59,0.4,0.75,42,32
Blue,Bantamweight,0,Men,3,61.23,61.23,170.18,167.64,180.34,162.56,Orthodox,Orthodox,12,3,4.52,7.07,0.44,0.25,0.47,0.75,21,6,4.39,3.63,0.47,0.39,0.62,0.76,31,34
Red,Lightweight,0,Men,3,70.31,70.31,172.72,177.8,180.34,185.42,Orthodox,Switch,19,4,4.91,2.66,0.57,0.28,0.76,0.81,15,6,4.46,2.51,0.52,0.36,0.44,0.85,28,29
Blue,Welterweight,0,Men,3,83.91,77.11,180.34,180.34,182.88,187.96,Orthodox,Orthodox,15,7,3.25,4.21,0.48,0.5,0.5,0.8,23,4,4.03,3.43,0.43,0.3,0.52,0.6,33,39
Red,Featherweight,0,Women,3,61.23,61.23,157.48,172.72,170.18,182.88,Southpaw,Orthodox,10,2,5.99,5.25,0.44,0,0.53,0.58,6,6,4.55,7.4,0.31,0,0.45,0.6,30,40
Blue,Bantamweight,0,Men,3,61.23,61.23,162.56,170.18,182.88,175.26,Orthodox,Orthodox,18,5,2.82,3.91,0.41,0.25,0.48,0.35,15,0,5.75,4,0.5,0.5,0.66,0.89,32,31
Red,Heavyweight,0,Men,5,83.91,83.91,185.42,190.5,193.04,190.5,Orthodox,Orthodox,28,6,5.91,4.33,0.41,0.64,0.62,0.77,13,4,4.53,3.26,0.54,0.31,0.61,0.76,33,29
Red,Featherweight,0,Men,3,65.77,65.77,170.18,180.34,180.34,180.34,Orthodox,Switch,18,7,3.76,3.52,0.45,0.26,0.57,0.58,22,6,3.02,3.46,0.4,0.34,0.5,0.4,32,35
Blue,Middleweight,0,Men,3,83.91,83.91,180.34,182.88,182.88,190.5,Southpaw,Southpaw,9,4,3.96,4.55,0.45,0.4,0.48,0.33,12,3,4.66,4.1,0.54,0.5,0.6,0.87,31,32
Blue,Bantamweight,0,Women,3,61.23,61.23,172.72,170.18,172.72,170.18,Orthodox,Orthodox,14,3,3.04,3.92,0.41,0.44,0.51,0.92,16,9,4.14,3.29,0.52,0.27,0.6,0.63,32,35
Red,Bantamweight,0,Men,3,61.23,61.23,172.72,170.18,175.26,170.18,Orthodox,Orthodox,17,0,4.75,0.56,0.69,0.56,0.76,1,18,5,5.22,4.79,0.51,0.32,0.61,0.85,28,36
Red,Bantamweight,0,Men,3,61.23,56.7,175.26,167.64,175.26,180.34,Orthodox,Orthodox,14,1,5.42,2.97,0.53,0.4,0.62,0.85,10,3,1.66,4.14,0.4,0.27,0.3,0.55,28,25
Blue,Middleweight,0,Men,3,83.91,83.91,185.42,177.8,195.58,185.42,Orthodox,Orthodox,11,5,3.59,4.9,0.51,0.5,0.3,0.66,12,6,3.37,3.99,0.48,0.38,0.55,0.5,31,38
Red,Lightweight,0,Men,3,70.31,70.31,170.18,177.8,167.64,182.88,Southpaw,Orthodox,18,1,5.31,2.01,0.53,0.72,0.63,0.66,6,2,2.83,7.93,0.46,0.45,0.42,0.71,31,26
Red,Flyweight,0,Men,3,56.7,56.7,172.72,172.72,175.26,170.18,Orthodox,Orthodox,20,6,3.21,2.28,0.61,0.26,0.5,0.16,9,3,4.95,4.54,0.46,0.15,0.46,0.65,32,30
Red,Featherweight,0,Men,3,61.23,61.23,170.18,175.26,172.72,187.96,Southpaw,Southpaw,9,1,2.35,1.9,0.47,0.5,0.52,0.6,7,2,0.73,2.89,0.33,0.2,0.45,0.33,30,28
Red,Flyweight,0,Men,3,56.7,56.7,175.26,170.18,177.8,172.72,Switch,Orthodox,14,6,4.45,3.15,0.55,0.23,0.59,0.63,17,7,1.7,5.2,0.5,0.26,0.4,0,33,33
Red,Middleweight,0,Men,5,83.91,83.91,180.34,185.42,195.58,193.04,Switch,Orthodox,17,6,4.68,4.13,0.52,0.42,0.59,0.63,28,6,5.91,4.33,0.41,0.64,0.62,0.77,40,33
Red,Lightweight,0,Men,3,70.31,70.31,170.18,177.8,182.88,187.96,Orthodox,Orthodox,21,3,3.85,1.91,0.48,0.36,0.54,0.75,24,3,3.36,2.44,0.42,0.28,0.61,0.7,27,33
Red,Flyweight,0,Men,3,56.7,56.7,165.1,162.56,172.72,170.18,Orthodox,Orthodox,17,1,2.8,3.07,0.39,0.33,0.63,0.4,13,4,3.75,3.61,0.46,0.16,0.56,0.9,30,28
Red,Featherweight,0,Men,3,65.77,65.77,177.8,185.42,185.42,187.96,Southpaw,Southpaw,21,14,4.16,2.93,0.5,0.68,0.63,0.64,29,12,6.14,6.29,0.48,0.46,0.47,0.58,35,34
Red,Lightweight,0,Men,3,70.31,70.31,172.72,177.8,177.8,180.34,Southpaw,Orthodox,27,13,4.34,4.23,0.4,0.18,0.51,0.56,31,15,6.14,3.74,0.52,0.37,0.62,0.74,35,37
Blue,Middleweight,0,Men,3,83.91,83.91,182.88,182.88,182.88,187.96,Orthodox,Southpaw,10,5,1.8,2.51,0.55,0.52,0.43,0.73,19,7,5.06,4.26,0.5,0.44,0.61,0.48,29,29
Blue,Strawweight,0,Women,3,52.16,52.16,160.02,160.02,160.02,147.32,Switch,Orthodox,7,3,4.93,2.57,0.5,0.33,0.64,0.66,8,3,3,3.19,0.4,0.58,0.48,0.71,28,24
Blue,Welterweight,0,Men,3,77.11,77.11,180.34,185.42,185.42,190.5,Orthodox,Switch,19,7,3.3,2.56,0.45,0.4,0.6,0.62,11,7,3.78,4.21,0.43,0.57,0.54,0.45,29,31
Red,Bantamweight,0,Men,3,61.23,61.23,172.72,172.72,177.8,175.26,Orthodox,Orthodox,18,3,3.55,2.13,0.47,0.16,0.57,0.66,10,3,2.05,0.88,0.51,0.48,0.58,0.83,31,28
Red,Lightweight,0,Men,3,70.31,70.31,170.18,182.88,177.8,180.34,Orthodox,Orthodox,16,3,4.19,4.21,0.42,0.44,0.61,0.79,9,3,2.91,4.86,0.26,0,0.49,0.45,29,24
Blue,Welterweight,0,Men,3,77.11,77.11,185.42,182.88,195.58,187.96,Orthodox,Orthodox,11,2,4.52,3.74,0.51,0.28,0.44,0.47,21,1,4.05,2.16,0.56,0.46,0.52,1,29,32
Blue,Flyweight,0,Men,3,56.7,56.7,165.1,165.1,172.72,172.72,Orthodox,Southpaw,20,6,3.48,3.29,0.43,0.3,0.59,0.7,19,6,5.12,4.51,0.54,0.37,0.59,0.77,31,30
Red,Bantamweight,0,Men,3,61.23,61.23,167.64,165.1,170.18,170.18,Orthodox,Orthodox,19,5,3.01,2.97,0.43,0.31,0.61,0.68,10,5,2.64,2.57,0.32,0.16,0.64,0.43,34,35
Red,Lightweight,0,Men,3,70.31,70.31,177.8,175.26,185.42,172.72,Orthodox,Orthodox,21,3,5.13,3.7,0.52,0.25,0.41,0.56,20,6,5.39,3.4,0.57,0.4,0.57,0.62,29,35
Blue,Middleweight,0,Men,3,83.91,83.91,182.88,185.42,187.96,193.04,Southpaw,Switch,18,5,2.3,3.31,0.46,0.46,0.56,0.69,21,2,6.49,4.77,0.5,0.51,0.55,0.4,31,30
Blue,Featherweight,0,Men,3,65.77,65.77,177.8,170.18,177.8,175.26,Southpaw,Orthodox,16,3,2.3,1.63,0.58,0.41,0.58,0.33,15,0,4.4,3.35,0.46,0.56,0.65,0.92,29,27
Red,Bantamweight,0,Men,3,61.23,61.23,175.26,170.18,170.18,170.18,Switch,Switch,8,1,1.28,1.52,0.44,0.33,0.46,0,10,7,3.71,3.9,0.46,0.52,0.44,0.58,19,30
Red,Heavyweight,0,Men,3,109.77,92.99,187.96,190.5,198.12,193.04,Orthodox,Orthodox,14,5,3.44,2.78,0.49,0,0.47,0.75,12,7,6.05,4.64,0.5,0,0.55,1,36,34
Red,Middleweight,0,Men,3,83.91,83.91,187.96,172.72,190.5,193.04,Orthodox,Orthodox,13,4,3.6,4.09,0.52,0.38,0.45,0.63,11,6,3.07,3.93,0.45,0.45,0.52,0.77,26,36
Red,Middleweight,0,Men,3,83.91,77.11,177.8,177.8,190.5,193.04,Orthodox,Southpaw,31,10,5.96,6.58,0.51,0,0.53,0.92,17,6,3.87,3.31,0.33,0.36,0.57,0.65,36,29
Red,Featherweight,0,Men,3,65.77,65.77,177.8,175.26,177.8,182.88,Orthodox,Orthodox,18,6,7.36,5.57,0.56,0.23,0.43,0.61,14,7,4.63,4.9,0.41,0.31,0.56,0.6,35,31
Red,Featherweight,0,Men,3,65.77,65.77,175.26,175.26,182.88,180.34,Switch,Orthodox,17,11,3.37,2.89,0.44,0.57,0.49,0.36,9,3,2.07,1.57,0.7,0.8,0.4,0.62,33,37
Red,Bantamweight,0,Men,3,61.23,56.7,172.72,170.18,170.18,175.26,Southpaw,Switch,9,2,5.32,4.18,0.46,0.28,0.51,0.47,6,1,0.77,3.73,0.37,0.55,0.4,0,23,27
Red,Welterweight,0,Men,5,77.11,77.11,182.88,190.5,190.5,205.74,Orthodox,Orthodox,17,7,4.11,3.03,0.46,0.41,0.54,0.65,25,11,4.24,3.19,0.49,0.38,0.5,0.54,41,31
Blue,Welterweight,0,Men,3,83.91,70.31,182.88,172.72,182.88,177.8,Southpaw,Southpaw,18,12,5.35,4.59,0.48,0.22,0.44,0.5,32,16,3.48,3.21,0.47,0.35,0.6,0.55,34,39
Red,Flyweight,0,Men,3,56.7,56.7,167.64,172.72,167.64,177.8,Orthodox,Orthodox,19,4,3.66,3.14,0.53,0.45,0.66,0.93,16,8,4.23,4.56,0.38,0.44,0.55,0.5,31,34
Blue,Heavyweight,0,Men,3,119.75,116.57,187.96,190.5,190.5,213.36,Southpaw,Southpaw,15,7,3.96,5.05,0.49,0,0.43,0.57,18,2,8.21,4.61,0.48,0,0.55,0.75,31,31
Blue,Middleweight,0,Men,3,83.91,83.91,185.42,187.96,195.58,193.04,Orthodox,Orthodox,24,8,5.09,3.69,0.44,0.3,0.56,0.8,12,3,2.62,3.36,0.39,0.4,0.51,0.33,35,35
Red,Middleweight,0,Men,3,83.91,83.91,185.42,190.5,190.5,193.04,Southpaw,Southpaw,16,8,3.41,4.17,0.47,0.26,0.5,0.79,11,4,3.22,2.94,0.52,0.25,0.42,0.82,36,31
Blue,Welterweight,0,Men,3,77.11,77.11,182.88,190.5,193.04,203.2,Orthodox,Orthodox,15,7,5.46,5.6,0.42,0.2,0.48,0.64,10,4,3.94,4.32,0.52,0.4,0.54,0.59,34,33
Red,Strawweight,0,Women,3,52.16,52.16,160.02,157.48,162.56,160.02,Orthodox,Orthodox,16,13,5.44,4.94,0.5,0.34,0.61,0.75,13,8,6.93,7.98,0.48,0.14,0.56,0.92,39,30
Red,Lightweight,0,Men,3,70.31,70.31,170.18,175.26,177.8,175.26,Orthodox,Orthodox,38,21,2.64,3.01,0.33,0.36,0.61,0.67,14,6,4.32,3.66,0.47,0.56,0.55,0.67,42,40
Red,Lightweight,0,Men,3,70.31,70.31,177.8,177.8,185.42,185.42,Southpaw,Orthodox,23,19,4.27,3.83,0.39,0.41,0.57,0.81,17,7,2.54,2.64,0.4,0.43,0.52,0.66,37,31
Blue,Featherweight,0,Men,3,65.77,65.77,177.8,182.88,180.34,180.34,Orthodox,Switch,28,11,3.44,3.27,0.38,0.35,0.52,0.56,14,5,5.6,3.35,0.56,0.53,0.55,0.56,39,31
Red,Lightweight,0,Men,3,70.31,70.31,175.26,175.26,180.34,182.88,Southpaw,Orthodox,8,2,3.7,3.19,0.52,0.58,0.58,0.41,10,3,4.08,7.16,0.3,0.44,0.48,0.36,32,32
Blue,Featherweight,0,Men,3,65.77,65.77,172.72,175.26,180.34,182.88,Orthodox,Orthodox,16,10,4.92,6.42,0.39,0.5,0.55,0.66,7,2,3.66,4.07,0.33,0.5,0.53,0,35,25
Red,Strawweight,0,Women,3,52.16,52.16,160.02,162.56,162.56,167.64,Orthodox,Orthodox,11,1,6.26,5.12,0.38,0,0.55,1,6,5,5.02,4.84,0.45,0,0.6,0.5,25,31
Red,Heavyweight,0,Men,3,92.99,92.99,195.58,185.42,210.82,190.5,Southpaw,Southpaw,12,5,5.13,4.9,0.45,0.45,0.5,0.8,17,10,4.44,3.43,0.43,0.57,0.47,0.76,31,30
Blue,Heavyweight,0,Men,3,113.4,117.93,193.04,193.04,198.12,198.12,Orthodox,Orthodox,16,12,6.04,6.65,0.45,0.5,0.52,0.74,11,1,6.13,4.02,0.47,0,0.52,0.6,34,32
Blue,Welterweight,0,Men,3,77.11,77.11,182.88,180.34,187.96,177.8,Orthodox,Orthodox,16,8,3.3,6.26,0.41,1,0.45,0.66,19,5,3.36,2.94,0.51,0.4,0.62,0.73,29,39
Red,Welterweight,0,Men,3,77.11,77.11,180.34,185.42,185.42,187.96,Switch,Southpaw,17,2,6.74,4.27,0.53,0.16,0.66,0.7,18,8,3.18,3.73,0.39,0.09,0.5,0.57,27,36
Red,Flyweight,0,Men,3,56.7,56.7,175.26,162.56,177.8,167.64,Switch,Switch,14,6,4.45,3.15,0.55,0.23,0.59,0.63,14,9,5.24,5.86,0.43,0.19,0.52,0.75,33,35
Red,Flyweight,0,Women,3,56.7,56.7,162.56,170.18,162.56,170.18,Orthodox,Orthodox,21,10,4.35,4.52,0.38,0.27,0.55,0.58,11,6,4.42,4.89,0.33,0.24,0.51,0.42,35,32
Blue,Bantamweight,0,Men,3,61.23,61.23,175.26,170.18,177.8,167.64,Orthodox,Orthodox,11,7,4.17,4.24,0.37,0.25,0.53,0.64,14,2,3.28,2.55,0.47,0.22,0.68,0.85,33,29
Red,Bantamweight,0,Men,3,61.23,61.23,175.26,167.64,180.34,177.8,Orthodox,Orthodox,13,3,5.08,3.7,0.37,0.25,0.55,0.45,9,4,2.68,4.29,0.34,0.5,0.47,0.83,30,30
Red,Strawweight,0,Women,3,52.16,52.16,157.48,167.64,149.86,175.26,Orthodox,Orthodox,10,5,3.44,5.06,0.43,0.13,0.43,0.3,13,7,5.03,5.76,0.38,0.44,0.44,0.47,35,27
Red,Bantamweight,0,Men,3,61.23,61.23,172.72,170.18,180.34,170.18,Orthodox,Orthodox,8,2,2.93,3.65,0.52,0.46,0.53,0.42,10,5,2.04,3.79,0.34,0.5,0.48,0.5,24,31
Red,Flyweight,0,Women,3,56.7,56.7,162.56,175.26,165.1,180.34,Southpaw,Orthodox,17,5,4.53,2.1,0.44,0.28,0.65,0.91,7,1,3.02,1.86,0.53,0.27,0.46,0.83,27,22
Blue,Middleweight,1,Men,5,83.91,92.99,193.04,193.04,203.2,200.66,Switch,Orthodox,24,3,3.93,3.11,0.48,0.14,0.56,0.77,9,2,5,3.65,0.62,1,0.5,0.7,34,36
Blue,Strawweight,1,Women,5,52.16,52.16,154.94,162.56,160.02,160.02,Orthodox,Switch,20,7,2.16,2.69,0.4,0.35,0.55,0.47,24,3,5.94,3.44,0.51,0.42,0.53,0.66,36,34
Red,Lightweight,0,Men,3,70.31,70.31,175.26,172.72,182.88,180.34,Southpaw,Orthodox,30,8,5.45,4.36,0.51,0.36,0.53,0.63,23,8,4.89,4.58,0.46,0.38,0.46,0.71,35,37
Blue,Bantamweight,0,Men,3,61.23,61.23,167.64,175.26,172.72,170.18,Orthodox,Orthodox,23,11,3.77,2.82,0.4,0.31,0.65,0.65,20,6,4.8,2.79,0.58,0.3,0.63,0.69,42,32
Red,Lightweight,0,Men,3,70.31,70.31,182.88,177.8,190.5,182.88,Switch,Southpaw,23,12,5.08,4.76,0.48,0.34,0.51,0.8,13,4,1.56,2.78,0.49,0.36,0.46,0.6,34,27
Blue,Lightweight,0,Men,3,70.31,70.31,170.18,180.34,180.34,182.88,Orthodox,Orthodox,10,4,4.71,3.53,0.53,0.36,0.53,0.63,18,5,4.41,3.8,0.47,0.47,0.6,0.72,32,34
Blue,Heavyweight,0,Men,3,92.99,92.99,193.04,195.58,195.58,200.66,Southpaw,Orthodox,12,4,4.75,3.77,0.5,0.28,0.48,0.8,21,9,3.42,3.91,0.4,0.35,0.45,0.47,34,32
Red,Flyweight,0,Women,3,56.7,52.16,162.56,162.56,167.64,157.48,Orthodox,Orthodox,12,1,5.58,3.32,0.52,0.36,0.62,0.83,14,6,5.79,4.94,0.49,0.38,0.63,0.43,24,33
Red,Middleweight,0,Men,3,83.91,77.11,182.88,182.88,185.42,182.88,Switch,Orthodox,10,3,3.61,3.03,0.51,0.54,0.51,0.71,18,8,3.23,4.17,0.51,0.2,0.45,0.42,32,27
Red,Lightweight,0,Men,3,70.31,70.31,175.26,172.72,180.34,180.34,Orthodox,Switch,11,4,3.71,3.57,0.42,0.4,0.59,0.42,13,2,5.73,4.96,0.51,0,0.48,1,33,34
Red,Strawweight,0,Women,3,52.16,52.16,160.02,160.02,162.56,165.1,Orthodox,Orthodox,16,7,5.92,5.55,0.43,0.26,0.59,0.74,11,5,4.26,4.04,0.32,0,0.61,0.3,38,39
Red,Featherweight,0,Men,3,65.77,65.77,180.34,182.88,180.34,187.96,Orthodox,Orthodox,11,3,3.63,4.4,0.53,0.66,0.5,0.72,11,6,3.48,3.02,0.38,0.54,0.47,0.69,32,31
Blue,Bantamweight,0,Men,3,65.77,61.23,170.18,177.8,177.8,190.5,Southpaw,Southpaw,18,6,4.38,3.1,0.36,0.3,0.68,0.95,13,2,3.36,1.41,0.53,0.71,0.64,0.69,34,31
Red,Heavyweight,0,Men,3,92.99,92.99,193.04,182.88,195.58,198.12,Orthodox,Orthodox,10,1,7.29,3.59,0.59,0.75,0.52,0.75,13,2,3.58,5.56,0.41,0.28,0.39,0.62,33,29
Blue,Strawweight,0,Women,5,52.16,52.16,167.64,162.56,165.1,165.1,Orthodox,Southpaw,17,3,4.77,2.89,0.48,0.42,0.56,0.66,14,3,3.43,4.21,0.54,0.63,0.44,0.57,36,36
Red,Welterweight,0,Men,3,77.11,77.11,190.5,185.42,203.2,187.96,Orthodox,Southpaw,29,12,3.47,2.42,0.46,0.4,0.52,0.54,17,4,7.3,5.28,0.5,0.5,0.56,0.63,36,37
Blue,Featherweight,0,Men,3,65.77,65.77,170.18,172.72,175.26,175.26,Orthodox,Orthodox,26,14,2.63,2.28,0.65,0.72,0.35,0.66,39,11,2.28,2.94,0.45,0.33,0.5,0.4,33,29
Red,Flyweight,0,Men,3,56.7,56.7,170.18,177.8,177.8,182.88,Southpaw,Orthodox,15,2,3.22,3.3,0.45,0.46,0.51,0.61,15,3,2.33,4.29,0.48,0.75,0.4,0.78,32,32
Red,Lightweight,0,Men,3,70.31,70.31,177.8,172.72,182.88,182.88,Switch,Orthodox,20,2,2.97,2.27,0.51,0.36,0.45,0.4,12,2,3.56,3.97,0.49,0.66,0.52,0.62,30,39
Red,Flyweight,0,Women,3,56.7,56.7,160.02,170.18,165.1,165.1,Southpaw,Orthodox,15,5,3.8,2.6,0.47,0.46,0.59,0.4,9,6,3.18,4.88,0.47,0,0.43,0.53,26,33
Red,Bantamweight,0,Men,3,61.23,61.23,175.26,177.8,175.26,185.42,Switch,Switch,14,2,5.69,3.99,0.48,0.44,0.53,0.66,10,2,4.39,5.18,0.45,0,0.56,0.73,30,29
Red,Strawweight,0,Women,3,52.16,52.16,165.1,160.02,170.18,165.1,Orthodox,Southpaw,13,7,2.99,2.65,0.4,0.33,0.53,0.38,11,10,2.97,4.23,0.43,0.36,0.52,0.9,31,38
Blue,Bantamweight,0,Men,3,61.23,61.23,177.8,175.26,180.34,180.34,Orthodox,Orthodox,9,4,2.5,5.67,0.3,0,0.55,0.66,12,4,2.44,2.66,0.36,0.25,0.55,0.45,34,31
Blue,Flyweight,0,Men,3,56.7,56.7,172.72,170.18,172.72,177.8,Southpaw,Southpaw,8,3,3.97,5.17,0.46,0.36,0.44,0.53,10,2,3.42,3.2,0.44,0.25,0.6,0.35,32,27
Red,Bantamweight,0,Women,3,61.23,61.23,167.64,170.18,172.72,167.64,Orthodox,Southpaw,7,2,4.25,4.53,0.55,0,0.58,0.4,6,5,3.87,8.43,0.57,0.19,0.46,1,25,35
Blue,Featherweight,0,Men,5,65.77,65.77,180.34,172.72,182.88,177.8,Orthodox,Southpaw,23,7,5.12,7.1,0.39,0.29,0.54,0.91,19,3,3.39,2.91,0.4,0.5,0.61,0.75,36,30
